date,word,pos,pronunciation,difficulty,definition,explanation,example,memory,quiz,answer,prompt
2026-10-06,Volatile,adjective,vol-a-TILE,medium,likely to change suddenly,Volatile is an adjective meaning likely to change suddenly. Use it when that meaning is exactly what you need in writing or speech.,Stock prices were volatile after the news broke.,from volare — to fly,"What does ""volatile"" mean?",Likely to change suddenly.,"Give students 60 seconds to use ""volatile"" in an original sentence that shows it means ""likely to change suddenly""."
2026-10-07,Oblivious,adjective,o-bliv-i-OUS,easy,unaware of what is happening,Oblivious is an adjective meaning unaware of what is happening. Use it when that meaning is exactly what you need in writing or speech.,"He walked through the rain, oblivious to the puddles.",from oblivisci — to forget,"What does ""oblivious"" mean?",Unaware of what is happening.,"Give students 60 seconds to use ""oblivious"" in an original sentence that shows it means ""unaware of what is happening""."
2026-10-08,Obscure,adjective,ob-SCURE,easy,not clear or well known,Obscure is an adjective meaning not clear or well known. Use it when that meaning is exactly what you need in writing or speech.,She quoted an obscure poet from the 1700s.,from obscurus — dark,"What does ""obscure"" mean?",Not clear or well known.,"Give students 60 seconds to use ""obscure"" in an original sentence that shows it means ""not clear or well known""."
2026-10-09,Voluminous,adjective,vo-lu-mi-NOUS,medium,of great size or quantity,Voluminous is an adjective meaning of great size or quantity. Use it when that meaning is exactly what you need in writing or speech.,He produced voluminous notes for every case.,from voluminis — roll,"What does ""voluminous"" mean?",Of great size or quantity.,"Give students 60 seconds to use ""voluminous"" in an original sentence that shows it means ""of great size or quantity""."
2026-10-10,Voracious,adjective,vo-ra-CIOUS,medium,"wanting large amounts, especially of food or books","Voracious is an adjective meaning wanting large amounts, especially of food or books. Use it when that meaning is exactly what you need in writing or speech.","A voracious reader, she finished three novels a week.",from vorare — to devour,"What does ""voracious"" mean?","Wanting large amounts, especially of food or books.","Give students 60 seconds to use ""voracious"" in an original sentence that shows it means ""wanting large amounts, especially of food or books""."
2026-10-11,Exonerate,verb,ex-on-er-ATE,hard,to clear someone of blame,Exonerate is a verb meaning to clear someone of blame. Use it when that meaning is exactly what you need in writing or speech.,New evidence helped exonerate the wrongly convicted man.,from exonerare — to unburden,"What does ""exonerate"" mean?",To clear someone of blame.,"Give students 60 seconds to use ""exonerate"" in an original sentence that shows it means ""to clear someone of blame""."
2026-10-12,Whimsical,adjective,whim-si-CAL,medium,playfully unusual or fanciful,Whimsical is an adjective meaning playfully unusual or fanciful. Use it when that meaning is exactly what you need in writing or speech.,The garden had whimsical statues of dancing animals.,from whim — sudden fancy,"What does ""whimsical"" mean?",Playfully unusual or fanciful.,"Give students 60 seconds to use ""whimsical"" in an original sentence that shows it means ""playfully unusual or fanciful""."
2026-10-13,Ominous,adjective,om-i-NOUS,easy,suggesting that something bad is coming,Ominous is an adjective meaning suggesting that something bad is coming. Use it when that meaning is exactly what you need in writing or speech.,There was an ominous silence after the loud crash.,from omen — omen,"What does ""ominous"" mean?",Suggesting that something bad is coming.,"Give students 60 seconds to use ""ominous"" in an original sentence that shows it means ""suggesting that something bad is coming""."
2026-10-14,Wistful,adjective,wist-FUL,medium,feeling gentle longing for something past,Wistful is an adjective meaning feeling gentle longing for something past. Use it when that meaning is exactly what you need in writing or speech.,She had a wistful smile while flipping through old photos.,from Middle English wisty — silent,"What does ""wistful"" mean?",Feeling gentle longing for something past.,"Give students 60 seconds to use ""wistful"" in an original sentence that shows it means ""feeling gentle longing for something past""."
2026-10-15,Facetious,adjective,fa-ce-TIOUS,hard,joking inappropriately about serious matters,Facetious is an adjective meaning joking inappropriately about serious matters. Use it when that meaning is exactly what you need in writing or speech.,His facetious remark during the funeral upset relatives.,from facetie — witty saying,"What does ""facetious"" mean?",Joking inappropriately about serious matters.,"Give students 60 seconds to use ""facetious"" in an original sentence that shows it means ""joking inappropriately about serious matters""."
2026-10-16,Xenophobia,noun,xen-o-pho-bi-A,medium,fear or dislike of people from other countries,Xenophobia is a noun meaning fear or dislike of people from other countries. Use it when that meaning is exactly what you need in writing or speech.,The campaign sought to push back against xenophobia.,from xenos + phobos — stranger fear,"What does ""xenophobia"" mean?",Fear or dislike of people from other countries.,"Give students 60 seconds to use ""xenophobia"" in an original sentence that shows it means ""fear or dislike of people from other countries""."
2026-10-17,Paradox,noun,par-a-DOX,easy,a statement that seems contradictory but may be true,Paradox is a noun meaning a statement that seems contradictory but may be true. Use it when that meaning is exactly what you need in writing or speech.,It is a paradox that more choices often make us unhappier.,from paradoxos — contrary to expectation,"What does ""paradox"" mean?",A statement that seems contradictory but may be true.,"Give students 60 seconds to use ""paradox"" in an original sentence that shows it means ""a statement that seems contradictory but may be true""."
2026-10-18,Plausible,adjective,plau-si-BLE,easy,seeming reasonable or believable,Plausible is an adjective meaning seeming reasonable or believable. Use it when that meaning is exactly what you need in writing or speech.,Her excuse was plausible but not provable.,from plaudere — to applaud,"What does ""plausible"" mean?",Seeming reasonable or believable.,"Give students 60 seconds to use ""plausible"" in an original sentence that shows it means ""seeming reasonable or believable""."
2026-10-19,Yoke,noun,YOKE,medium,a heavy burden or form of control,Yoke is a noun meaning a heavy burden or form of control. Use it when that meaning is exactly what you need in writing or speech.,They threw off the yoke of unfair labor practices.,from Old English geoc — wooden frame,"What does ""yoke"" mean?",A heavy burden or form of control.,"Give students 60 seconds to use ""yoke"" in an original sentence that shows it means ""a heavy burden or form of control""."
2026-10-20,Zenith,noun,ze-NITH,medium,the highest point or peak,Zenith is a noun meaning the highest point or peak. Use it when that meaning is exactly what you need in writing or speech.,The band reached its zenith in the late 1990s.,from Arabic samt — path,"What does ""zenith"" mean?",The highest point or peak.,"Give students 60 seconds to use ""zenith"" in an original sentence that shows it means ""the highest point or peak""."
2026-10-21,Facile,adjective,fac-ILE,hard,"too simple, ignoring real complexity","Facile is an adjective meaning too simple, ignoring real complexity. Use it when that meaning is exactly what you need in writing or speech.",His facile solution ignored the city's real budget problems.,from facilis — easy,"What does ""facile"" mean?","Too simple, ignoring real complexity.","Give students 60 seconds to use ""facile"" in an original sentence that shows it means ""too simple, ignoring real complexity""."
2026-10-22,Discordant,adjective,dis-cor-DANT,medium,not in harmony; clashing,Discordant is an adjective meaning not in harmony; clashing. Use it when that meaning is exactly what you need in writing or speech.,His comments were discordant with the team's official stance.,from discordare — to disagree,"What does ""discordant"" mean?",Not in harmony; clashing.,"Give students 60 seconds to use ""discordant"" in an original sentence that shows it means ""not in harmony; clashing""."
2026-10-23,Profound,adjective,pro-FOUND,easy,showing great depth of thought,Profound is an adjective meaning showing great depth of thought. Use it when that meaning is exactly what you need in writing or speech.,Her profound insight changed how we view the data.,from profundus — deep,"What does ""profound"" mean?",Showing great depth of thought.,"Give students 60 seconds to use ""profound"" in an original sentence that shows it means ""showing great depth of thought""."
2026-10-24,Discrepancy,noun,dis-crep-an-CY,medium,a difference between two things that should match,Discrepancy is a noun meaning a difference between two things that should match. Use it when that meaning is exactly what you need in writing or speech.,There was a small discrepancy between the receipt and the bill.,from discrepare — to sound different,"What does ""discrepancy"" mean?",A difference between two things that should match.,"Give students 60 seconds to use ""discrepancy"" in an original sentence that shows it means ""a difference between two things that should match""."
2026-10-25,Fallacious,adjective,fal-la-CIOUS,hard,based on a mistaken belief,Fallacious is an adjective meaning based on a mistaken belief. Use it when that meaning is exactly what you need in writing or speech.,The argument was fallacious because it confused cause and effect.,from fallacia — deceit,"What does ""fallacious"" mean?",Based on a mistaken belief.,"Give students 60 seconds to use ""fallacious"" in an original sentence that shows it means ""based on a mistaken belief""."
2026-10-26,Disseminate,verb,dis-sem-i-NATE,medium,to spread widely,Disseminate is a verb meaning to spread widely. Use it when that meaning is exactly what you need in writing or speech.,Social media helps disseminate news in seconds.,from disseminare — to scatter seed,"What does ""disseminate"" mean?",To spread widely.,"Give students 60 seconds to use ""disseminate"" in an original sentence that shows it means ""to spread widely""."
2026-10-27,Prolific,adjective,pro-lif-IC,easy,producing a lot,Prolific is an adjective meaning producing a lot. Use it when that meaning is exactly what you need in writing or speech.,He was a prolific writer with twenty books in print.,from proles — offspring,"What does ""prolific"" mean?",Producing a lot.,"Give students 60 seconds to use ""prolific"" in an original sentence that shows it means ""producing a lot""."
2026-10-28,Proximity,noun,prox-im-i-TY,easy,closeness in space or time,Proximity is a noun meaning closeness in space or time. Use it when that meaning is exactly what you need in writing or speech.,The school's proximity to the park was a big selling point.,from proximus — nearest,"What does ""proximity"" mean?",Closeness in space or time.,"Give students 60 seconds to use ""proximity"" in an original sentence that shows it means ""closeness in space or time""."
2026-10-29,Impassive,adjective,im-pas-SIVE,medium,showing no emotion,Impassive is an adjective meaning showing no emotion. Use it when that meaning is exactly what you need in writing or speech.,His impassive face gave no clue to his real reaction.,from in- + passivus — not feeling,"What does ""impassive"" mean?",Showing no emotion.,"Give students 60 seconds to use ""impassive"" in an original sentence that shows it means ""showing no emotion""."
2026-10-30,Impetuous,adjective,im-pet-u-OUS,medium,acting quickly without thinking,Impetuous is an adjective meaning acting quickly without thinking. Use it when that meaning is exactly what you need in writing or speech.,His impetuous decision to quit shocked everyone.,from impetus — attack,"What does ""impetuous"" mean?",Acting quickly without thinking.,"Give students 60 seconds to use ""impetuous"" in an original sentence that shows it means ""acting quickly without thinking""."
2026-10-31,Fastidious,adjective,fas-tid-i-OUS,hard,very attentive to detail and cleanliness,Fastidious is an adjective meaning very attentive to detail and cleanliness. Use it when that meaning is exactly what you need in writing or speech.,The fastidious chef refused to plate a single uneven slice.,from fastidium — loathing,"What does ""fastidious"" mean?",Very attentive to detail and cleanliness.,"Give students 60 seconds to use ""fastidious"" in an original sentence that shows it means ""very attentive to detail and cleanliness""."
2026-11-01,Impudent,adjective,im-pu-DENT,medium,rude and disrespectful,Impudent is an adjective meaning rude and disrespectful. Use it when that meaning is exactly what you need in writing or speech.,The impudent reply earned him detention.,from in- + pudere — not feeling shame,"What does ""impudent"" mean?",Rude and disrespectful.,"Give students 60 seconds to use ""impudent"" in an original sentence that shows it means ""rude and disrespectful""."
2026-11-02,Prudent,adjective,pru-DENT,easy,wise and careful about the future,Prudent is an adjective meaning wise and careful about the future. Use it when that meaning is exactly what you need in writing or speech.,It is prudent to save part of every paycheck.,from prudens — foreseeing,"What does ""prudent"" mean?",Wise and careful about the future.,"Give students 60 seconds to use ""prudent"" in an original sentence that shows it means ""wise and careful about the future""."
2026-11-03,Incessant,adjective,in-ces-SANT,medium,continuing without pause,Incessant is an adjective meaning continuing without pause. Use it when that meaning is exactly what you need in writing or speech.,The incessant beeping made it hard to focus.,from in- + cessare — not stopping,"What does ""incessant"" mean?",Continuing without pause.,"Give students 60 seconds to use ""incessant"" in an original sentence that shows it means ""continuing without pause""."
2026-11-04,Florid,adjective,flor-ID,hard,overly fancy or elaborate,Florid is an adjective meaning overly fancy or elaborate. Use it when that meaning is exactly what you need in writing or speech.,His florid writing style buried the main point.,from floridus — flowery,"What does ""florid"" mean?",Overly fancy or elaborate.,"Give students 60 seconds to use ""florid"" in an original sentence that shows it means ""overly fancy or elaborate""."
2026-11-05,Incisive,adjective,in-ci-SIVE,medium,sharp and clear in thought or expression,Incisive is an adjective meaning sharp and clear in thought or expression. Use it when that meaning is exactly what you need in writing or speech.,Her incisive questions cut to the heart of the issue.,from incidere — to cut into,"What does ""incisive"" mean?",Sharp and clear in thought or expression.,"Give students 60 seconds to use ""incisive"" in an original sentence that shows it means ""sharp and clear in thought or expression""."
2026-11-06,Quaint,adjective,QUAINT,easy,attractively unusual or old-fashioned,Quaint is an adjective meaning attractively unusual or old-fashioned. Use it when that meaning is exactly what you need in writing or speech.,The quaint village had cobblestone streets.,from cointe — clever,"What does ""quaint"" mean?",Attractively unusual or old-fashioned.,"Give students 60 seconds to use ""quaint"" in an original sentence that shows it means ""attractively unusual or old-fashioned""."
2026-11-07,Redundant,adjective,re-dun-DANT,easy,unnecessary because already said or done,Redundant is an adjective meaning unnecessary because already said or done. Use it when that meaning is exactly what you need in writing or speech.,He cut every redundant sentence from the draft.,from redundare — to overflow,"What does ""redundant"" mean?",Unnecessary because already said or done.,"Give students 60 seconds to use ""redundant"" in an original sentence that shows it means ""unnecessary because already said or done""."
2026-11-08,Indelible,adjective,in-del-i-BLE,medium,impossible to remove or forget,Indelible is an adjective meaning impossible to remove or forget. Use it when that meaning is exactly what you need in writing or speech.,The trip left an indelible mark on her memory.,from in- + delere — not erasable,"What does ""indelible"" mean?",Impossible to remove or forget.,"Give students 60 seconds to use ""indelible"" in an original sentence that shows it means ""impossible to remove or forget""."
2026-11-09,Indigenous,adjective,in-dig-e-NOUS,medium,native to a place,Indigenous is an adjective meaning native to a place. Use it when that meaning is exactly what you need in writing or speech.,The plant is indigenous to coastal California.,from indigena — native,"What does ""indigenous"" mean?",Native to a place.,"Give students 60 seconds to use ""indigenous"" in an original sentence that shows it means ""native to a place""."
2026-11-10,Flout,verb,FLOUT,hard,to openly disregard a rule,Flout is a verb meaning to openly disregard a rule. Use it when that meaning is exactly what you need in writing or speech.,Drivers continue to flout speed limits in school zones.,"likely from Middle English flouten — to play the flute, mock","What does ""flout"" mean?",To openly disregard a rule.,"Give students 60 seconds to use ""flout"" in an original sentence that shows it means ""to openly disregard a rule""."
2026-11-11,Indignant,adjective,in-dig-NANT,medium,angry at something seen as unfair,Indignant is an adjective meaning angry at something seen as unfair. Use it when that meaning is exactly what you need in writing or speech.,She was indignant at the rude treatment from the clerk.,from indignus — unworthy,"What does ""indignant"" mean?",Angry at something seen as unfair.,"Give students 60 seconds to use ""indignant"" in an original sentence that shows it means ""angry at something seen as unfair""."
2026-11-12,Refute,verb,re-FUTE,easy,to prove a statement wrong,Refute is a verb meaning to prove a statement wrong. Use it when that meaning is exactly what you need in writing or speech.,New data helped refute the original theory.,from refutare — to repel,"What does ""refute"" mean?",To prove a statement wrong.,"Give students 60 seconds to use ""refute"" in an original sentence that shows it means ""to prove a statement wrong""."
2026-11-13,Infallible,adjective,in-fal-li-BLE,medium,incapable of making mistakes,Infallible is an adjective meaning incapable of making mistakes. Use it when that meaning is exactly what you need in writing or speech.,"No coach is infallible, even when winning.",from in- + fallere — not deceivable,"What does ""infallible"" mean?",Incapable of making mistakes.,"Give students 60 seconds to use ""infallible"" in an original sentence that shows it means ""incapable of making mistakes""."
2026-11-14,Forbearance,noun,for-bear-ANCE,hard,patient self-control in the face of provocation,Forbearance is a noun meaning patient self-control in the face of provocation. Use it when that meaning is exactly what you need in writing or speech.,He showed remarkable forbearance with the rude customers.,from forbear — to hold back,"What does ""forbearance"" mean?",Patient self-control in the face of provocation.,"Give students 60 seconds to use ""forbearance"" in an original sentence that shows it means ""patient self-control in the face of provocation""."
2026-11-15,Insolent,adjective,in-so-LENT,medium,showing rude lack of respect,Insolent is an adjective meaning showing rude lack of respect. Use it when that meaning is exactly what you need in writing or speech.,The insolent reply got her sent to the principal.,"from insolens — unusual, haughty","What does ""insolent"" mean?",Showing rude lack of respect.,"Give students 60 seconds to use ""insolent"" in an original sentence that shows it means ""showing rude lack of respect""."
2026-11-16,Reiterate,verb,re-it-er-ATE,easy,to say something again,Reiterate is a verb meaning to say something again. Use it when that meaning is exactly what you need in writing or speech.,Let me reiterate that safety comes first.,from reiterare — to repeat,"What does ""reiterate"" mean?",To say something again.,"Give students 60 seconds to use ""reiterate"" in an original sentence that shows it means ""to say something again""."
2026-11-17,Remorse,noun,re-MORSE,easy,deep regret for wrongdoing,Remorse is a noun meaning deep regret for wrongdoing. Use it when that meaning is exactly what you need in writing or speech.,He showed real remorse at the sentencing.,from remordere — to bite back,"What does ""remorse"" mean?",Deep regret for wrongdoing.,"Give students 60 seconds to use ""remorse"" in an original sentence that shows it means ""deep regret for wrongdoing""."
2026-11-18,Inundate,verb,in-un-DATE,medium,to flood or overwhelm,Inundate is a verb meaning to flood or overwhelm. Use it when that meaning is exactly what you need in writing or speech.,Emails inundated her inbox after the announcement.,from inundare — to overflow,"What does ""inundate"" mean?",To flood or overwhelm.,"Give students 60 seconds to use ""inundate"" in an original sentence that shows it means ""to flood or overwhelm""."
2026-11-19,Nonchalant,adjective,non-cha-LANT,medium,calm and seemingly unconcerned,Nonchalant is an adjective meaning calm and seemingly unconcerned. Use it when that meaning is exactly what you need in writing or speech.,He acted nonchalant even though he had won the lottery.,from non + chaloir — not caring,"What does ""nonchalant"" mean?",Calm and seemingly unconcerned.,"Give students 60 seconds to use ""nonchalant"" in an original sentence that shows it means ""calm and seemingly unconcerned""."
2026-11-20,Fortuitous,adjective,for-tu-i-TOUS,hard,"happening by chance, often luckily","Fortuitous is an adjective meaning happening by chance, often luckily. Use it when that meaning is exactly what you need in writing or speech.",Their meeting at the cafe was completely fortuitous.,from fortuitus — by chance,"What does ""fortuitous"" mean?","Happening by chance, often luckily.","Give students 60 seconds to use ""fortuitous"" in an original sentence that shows it means ""happening by chance, often luckily""."
2026-11-21,Unfettered,adjective,un-fet-TERED,medium,not restricted or controlled,Unfettered is an adjective meaning not restricted or controlled. Use it when that meaning is exactly what you need in writing or speech.,The artist enjoyed unfettered creative freedom.,from un- + fetter — chain,"What does ""unfettered"" mean?",Not restricted or controlled.,"Give students 60 seconds to use ""unfettered"" in an original sentence that shows it means ""not restricted or controlled""."
2026-11-22,Robust,adjective,ro-BUST,easy,strong and healthy or sturdy,Robust is an adjective meaning strong and healthy or sturdy. Use it when that meaning is exactly what you need in writing or speech.,The bridge has a robust design able to handle heavy trucks.,from robustus — strong,"What does ""robust"" mean?",Strong and healthy or sturdy.,"Give students 60 seconds to use ""robust"" in an original sentence that shows it means ""strong and healthy or sturdy""."
2026-11-23,Abolish,verb,ABOLISH,medium,"formally put an end to a system, practice, or institution","Abolish is a verb meaning formally put an end to a system, practice, or institution. Use it when that meaning is exactly what you need in writing or speech.",The teacher asked us to Abolish the claim with evidence from the article.,"Picture a classroom moment that shows ""Abolish"": formally put an end to a system, practice, or institution.","What does ""Abolish"" mean?","Formally put an end to a system, practice, or institution.","Give students 60 seconds to use ""Abolish"" in an original sentence that shows it means ""formally put an end to a system, practice, or institution""."
2026-11-24,Furtive,adjective,fur-TIVE,hard,done in a secret and sneaky way,Furtive is an adjective meaning done in a secret and sneaky way. Use it when that meaning is exactly what you need in writing or speech.,He cast a furtive glance at the answer sheet.,from furtivus — stolen,"What does ""furtive"" mean?",Done in a secret and sneaky way.,"Give students 60 seconds to use ""furtive"" in an original sentence that shows it means ""done in a secret and sneaky way""."
2026-11-25,Abrupt,adjective,ABRUPT,medium,sudden and unexpected; brief to the point of rudeness,Abrupt is an adjective meaning sudden and unexpected; brief to the point of rudeness. Use it when that meaning is exactly what you need in writing or speech.,The Abrupt paragraph in her essay made a hard idea easier to follow.,"Picture a classroom moment that shows ""Abrupt"": sudden and unexpected; brief to the point of rudeness.","What does ""Abrupt"" mean?",Sudden and unexpected; brief to the point of rudeness.,"Give students 60 seconds to use ""Abrupt"" in an original sentence that shows it means ""sudden and unexpected; brief to the point of rudeness""."
2026-11-26,Scant,adjective,SCANT,easy,barely enough,Scant is an adjective meaning barely enough. Use it when that meaning is exactly what you need in writing or speech.,There was scant evidence to support the rumor.,from Old Norse skammr — short,"What does ""scant"" mean?",Barely enough.,"Give students 60 seconds to use ""scant"" in an original sentence that shows it means ""barely enough""."
2026-11-27,Scrutinize,verb,scru-ti-NIZE,easy,to examine closely,Scrutinize is a verb meaning to examine closely. Use it when that meaning is exactly what you need in writing or speech.,Auditors will scrutinize every expense in the report.,from scrutari — to search,"What does ""scrutinize"" mean?",To examine closely.,"Give students 60 seconds to use ""scrutinize"" in an original sentence that shows it means ""to examine closely""."
2026-11-28,Absorb,verb,ABSORB,medium,take in and assimilate; engage the interest of fully,Absorb is a verb meaning take in and assimilate; engage the interest of fully. Use it when that meaning is exactly what you need in writing or speech.,The teacher asked us to Absorb the claim with evidence from the article.,"Picture a classroom moment that shows ""Absorb"": take in and assimilate; engage the interest of fully.","What does ""Absorb"" mean?",Take in and assimilate; engage the interest of fully.,"Give students 60 seconds to use ""Absorb"" in an original sentence that shows it means ""take in and assimilate; engage the interest of fully""."
2026-11-29,Abstract,adjective,ABSTRACT,medium,existing in thought but not having a physical existence,Abstract is an adjective meaning existing in thought but not having a physical existence. Use it when that meaning is exactly what you need in writing or speech.,The Abstract paragraph in her essay made a hard idea easier to follow.,"Picture a classroom moment that shows ""Abstract"": existing in thought but not having a physical existence.","What does ""Abstract"" mean?",Existing in thought but not having a physical existence.,"Give students 60 seconds to use ""Abstract"" in an original sentence that shows it means ""existing in thought but not having a physical existence""."
2026-11-30,Garrulous,adjective,gar-ru-LOUS,hard,"talking too much, especially about trivia","Garrulous is an adjective meaning talking too much, especially about trivia. Use it when that meaning is exactly what you need in writing or speech.",The garrulous neighbor delayed everyone leaving the elevator.,from garrire — to chatter,"What does ""garrulous"" mean?","Talking too much, especially about trivia.","Give students 60 seconds to use ""garrulous"" in an original sentence that shows it means ""talking too much, especially about trivia""."
2026-12-01,Accelerate,verb,ACCELERATE,medium,begin to move more quickly; increase the speed of,Accelerate is a verb meaning begin to move more quickly; increase the speed of. Use it when that meaning is exactly what you need in writing or speech.,The teacher asked us to Accelerate the claim with evidence from the article.,"Picture a classroom moment that shows ""Accelerate"": begin to move more quickly; increase the speed of.","What does ""Accelerate"" mean?",Begin to move more quickly; increase the speed of.,"Give students 60 seconds to use ""Accelerate"" in an original sentence that shows it means ""begin to move more quickly; increase the speed of""."
2026-12-02,Sinister,adjective,sin-is-TER,easy,giving the impression of evil or harm,Sinister is an adjective meaning giving the impression of evil or harm. Use it when that meaning is exactly what you need in writing or speech.,There was a sinister tone in the anonymous note.,from sinister — left side,"What does ""sinister"" mean?",Giving the impression of evil or harm.,"Give students 60 seconds to use ""sinister"" in an original sentence that shows it means ""giving the impression of evil or harm""."
2026-12-03,Accommodate,verb,ACCOMMODATE,medium,"make fit for, or change to suit a new purpose","Accommodate is a verb meaning make fit for, or change to suit a new purpose. Use it when that meaning is exactly what you need in writing or speech.",The teacher asked us to Accommodate the claim with evidence from the article.,"Picture a classroom moment that shows ""Accommodate"": make fit for, or change to suit a new purpose.","What does ""Accommodate"" mean?","Make fit for, or change to suit a new purpose.","Give students 60 seconds to use ""Accommodate"" in an original sentence that shows it means ""make fit for, or change to suit a new purpose""."
2026-12-04,Germane,adjective,ger-MANE,hard,relevant to the topic at hand,Germane is an adjective meaning relevant to the topic at hand. Use it when that meaning is exactly what you need in writing or speech.,Please keep your questions germane to the project.,from germain — having same parents,"What does ""germane"" mean?",Relevant to the topic at hand.,"Give students 60 seconds to use ""germane"" in an original sentence that shows it means ""relevant to the topic at hand""."
2026-12-05,Accountable,adjective,ACCOUNTABLE,medium,liable to account for one's actions,Accountable is an adjective meaning liable to account for one's actions. Use it when that meaning is exactly what you need in writing or speech.,The Accountable paragraph in her essay made a hard idea easier to follow.,"Picture a classroom moment that shows ""Accountable"": liable to account for one's actions.","What does ""Accountable"" mean?",Liable to account for one's actions.,"Give students 60 seconds to use ""Accountable"" in an original sentence that shows it means ""liable to account for one's actions""."
2026-12-06,Sparse,adjective,SPARSE,easy,thinly scattered,Sparse is an adjective meaning thinly scattered. Use it when that meaning is exactly what you need in writing or speech.,The trees were sparse along the dry ridge.,from sparsus — scattered,"What does ""sparse"" mean?",Thinly scattered.,"Give students 60 seconds to use ""sparse"" in an original sentence that shows it means ""thinly scattered""."
2026-12-07,Stagnant,adjective,stag-NANT,easy,not moving or developing,Stagnant is an adjective meaning not moving or developing. Use it when that meaning is exactly what you need in writing or speech.,Sales remained stagnant for two quarters.,from stagnum — pool,"What does ""stagnant"" mean?",Not moving or developing.,"Give students 60 seconds to use ""stagnant"" in an original sentence that shows it means ""not moving or developing""."
2026-12-08,Accuse,verb,ACCUSE,medium,bring an accusation against; level a charge against,Accuse is a verb meaning bring an accusation against; level a charge against. Use it when that meaning is exactly what you need in writing or speech.,The teacher asked us to Accuse the claim with evidence from the article.,"Picture a classroom moment that shows ""Accuse"": bring an accusation against; level a charge against.","What does ""Accuse"" mean?",Bring an accusation against; level a charge against.,"Give students 60 seconds to use ""Accuse"" in an original sentence that shows it means ""bring an accusation against; level a charge against""."
2026-12-09,Achieve,verb,ACHIEVE,medium,successfully bring about or reach a desired objective,Achieve is a verb meaning successfully bring about or reach a desired objective. Use it when that meaning is exactly what you need in writing or speech.,The teacher asked us to Achieve the claim with evidence from the article.,"Picture a classroom moment that shows ""Achieve"": successfully bring about or reach a desired objective.","What does ""Achieve"" mean?",Successfully bring about or reach a desired objective.,"Give students 60 seconds to use ""Achieve"" in an original sentence that shows it means ""successfully bring about or reach a desired objective""."
2026-12-10,Gratuitous,adjective,gra-tu-i-TOUS,hard,unnecessary or unjustified,Gratuitous is an adjective meaning unnecessary or unjustified. Use it when that meaning is exactly what you need in writing or speech.,The movie was criticized for its gratuitous violence.,from gratuitus — free,"What does ""gratuitous"" mean?",Unnecessary or unjustified.,"Give students 60 seconds to use ""gratuitous"" in an original sentence that shows it means ""unnecessary or unjustified""."
2026-12-11,Actual,adjective,ACTUAL,medium,presently existing in fact and not merely potential or possible,Actual is an adjective meaning presently existing in fact and not merely potential or possible. Use it when that meaning is exactly what you need in writing or speech.,The Actual paragraph in her essay made a hard idea easier to follow.,"Picture a classroom moment that shows ""Actual"": presently existing in fact and not merely potential or possible.","What does ""Actual"" mean?",Presently existing in fact and not merely potential or possible.,"Give students 60 seconds to use ""Actual"" in an original sentence that shows it means ""presently existing in fact and not merely potential or possible""."
2026-12-12,Static,adjective,stat-IC,easy,not changing or moving,Static is an adjective meaning not changing or moving. Use it when that meaning is exactly what you need in writing or speech.,The image on the screen stayed static for a minute.,from statikos — causing to stand,"What does ""static"" mean?",Not changing or moving.,"Give students 60 seconds to use ""static"" in an original sentence that shows it means ""not changing or moving""."
2026-12-13,Acute,adjective,ACUTE,medium,severe or intense; having a sharp perception,Acute is an adjective meaning severe or intense; having a sharp perception. Use it when that meaning is exactly what you need in writing or speech.,The Acute paragraph in her essay made a hard idea easier to follow.,"Picture a classroom moment that shows ""Acute"": severe or intense; having a sharp perception.","What does ""Acute"" mean?",Severe or intense; having a sharp perception.,"Give students 60 seconds to use ""Acute"" in an original sentence that shows it means ""severe or intense; having a sharp perception""."
2026-12-14,Hackneyed,adjective,hack-NEYED,hard,overused and stale,Hackneyed is an adjective meaning overused and stale. Use it when that meaning is exactly what you need in writing or speech.,The script was full of hackneyed jokes.,from hackney — a common riding horse,"What does ""hackneyed"" mean?",Overused and stale.,"Give students 60 seconds to use ""hackneyed"" in an original sentence that shows it means ""overused and stale""."
2026-12-15,Addict,verb,ADDICT,medium,to cause to become dependent,Addict is a verb meaning to cause to become dependent. Use it when that meaning is exactly what you need in writing or speech.,The teacher asked us to Addict the claim with evidence from the article.,"Picture a classroom moment that shows ""Addict"": to cause to become dependent.","What does ""Addict"" mean?",To cause to become dependent.,"Give students 60 seconds to use ""Addict"" in an original sentence that shows it means ""to cause to become dependent""."
2026-12-16,Submissive,adjective,sub-mis-SIVE,easy,willing to obey others,Submissive is an adjective meaning willing to obey others. Use it when that meaning is exactly what you need in writing or speech.,He was too submissive to push back against unfair work.,from submittere — to lower,"What does ""submissive"" mean?",Willing to obey others.,"Give students 60 seconds to use ""submissive"" in an original sentence that shows it means ""willing to obey others""."
2026-12-17,Tedious,adjective,te-di-OUS,easy,"long, slow, and boring","Tedious is an adjective meaning long, slow, and boring. Use it when that meaning is exactly what you need in writing or speech.",Sorting the files was tedious but necessary.,from taedium — weariness,"What does ""tedious"" mean?","Long, slow, and boring.","Give students 60 seconds to use ""tedious"" in an original sentence that shows it means ""long, slow, and boring""."
